"text","positive","negative"
" How about SUSE?","0","0"
"I`m surrounded by negativity good thing there is a Fly Guy to give me hope that there is something better  thank u Jesus","0","0"
"Is @ the pantry","0","0"
"the commies at their finest: youtube and blogger are blocked in china. no updates from us while we are in china.  but GREAT WALL CONQUERED","1","0"
" awww  don`t do this to meee haha now you`re gonna make me saddd","0","0"
" trouble is i don`t think any of this is helping my wrists.","0","1"
"It`s the start of a new week with tons of new photos to take and edit  Yay!!","0","0"
" so early??","0","0"
" I could have! I had extra tickets. Plus we had two Twitter Giveaways  We`ll get you next time.","0","0"
"Hangin with the fam! My head is hurtin","0","1"
" the step show was fantabulous! (hi  !) my sis`s group won 2nd in their division and 2nd in the show overall! WHOO!","1","0"
" http://tinyurl.com/c33ffv thats what im making for dinner very yummy","1","0"
"god opened the clouds and said i hate you josh","0","1"
" - so sweet  why aren`t you out livin` it up this saturday night?","1","0"
" i wish i was still in my jams","1","0"
"http://twitpic.com/67l90 -  girrrrrrrrlll i`m going to miss you so bad!!!!","0","1"
". Haha I want another bagel. I have all this blueberry cream cheese left and no more bagel","0","0"
"just dropped my biscuit in my tea","0","0"
"lotsa water. it`s already dark out","0","0"
"getting rained out @ the devon horse show.  *head desk*","0","0"
"In this exact moment i have decided that in some point in my life.. i am going to adopt a child","1","0"
"Sick daddy  send prayer his way","0","1"
"_benson loved the #MacarAMBER!!!","1","0"
" What are we doin!!?? Tell me! tell me!","0","0"
"didn`t know the statue in the Venetian was a real man and screamed so loud everyone laughed","0","0"
"thanx peeps 4 following me","1","0"
"_tina @_adriii guys  i am literally going to sydney in the june/july hols. can we meet? i wanna try one of those lindt cafes!","0","0"
" I don`t know what to write anymore! My mind must be tired. It`s past midnight here already. Do a tour in the Philippines?","0","1"
"Gone to the shiggity shwa. back Sunday.","0","0"
" I`m the heir to the over draft","0","1"
" hahahahah!! 04 would be the chief contributors. lol.","0","0"
" It often pays to wait","0","0"
" imagine i would say'bitch!' lol if i were ma d! haha but im not cuz ur cool","1","0"
" no go on the bro down tonight for brett","0","0"
" seen u a couple of times. Liked it","1","0"
"in a meeting discussion colour of bikeshed","0","0"
"Pouring outside.. Cleaning out my locker.. My bookbag is heavy and my back and arms are killing me","0","1"
"I try soo hard toget what I want.. & I always end up having a goose egg..","0","1"
" voting for you Hope you are voting for me I am now a white blank with my name  mr Twitter and Funniset","1","0"
" *bows* glad to be of service","1","0"
" it was me the whole time I did a ton of things so u would believe me but u wouldn`t listen or let me prove it. Or blve me","0","1"
"Off to finish the book 'nudge' then going to write some","0","0"
" No one to rub it in","0","0"
" HA ha - how much?  Thanks for starting to follow me.","1","0"
"OK its official I'M OLD! at least I feel likewise OLD & TIREDD & WASTED!!","0","1"
" ohyeahhh  hate the heat!  http://twitpic.com/665a2","0","1"
"Ordered a new computer! Unfortunately it won`t get here until the end of June.","0","1"
"at work  closing files","0","0"
"We expect One Man Band to be released sometime next week","0","0"
" I really ought to pay more attention to my phone tweets... Sure! The more moives the better.","1","0"
"Whoops - I got sunburnt","0","1"
" 'Perfect Practice makes Perfect'","1","0"
"Just woke up  shopping today for my birthday....kinda","0","0"
"_Thompson u may need this pill...i think u are crazy...here take on of mine","0","1"
"Heading to XS with Nadia!! Yeee!","1","0"
"I dont care what kind of graphics or engines video games have nowadays. They are nothing compared to The Oregon Trail and Carmen Sandiego","0","0"
"Hmmm thinking about taking back that I feel better this morning - I think I spoke to early","1","0"
"dang need to go to cousins and i didnt upload all the videos  now i need to do it later!","0","0"
"night 5 not talking to my victor  i`m so bored at night now. grrrr i hate this ****","0","1"
" selfupdate and clean ruby fixed that part but now its failing on rb-rubygems","0","1"
"Shopping with  beckyyy . Going to starbucks in a minute.","0","0"
" I like your new profile pic. Very cute","1","0"
"@__emilyy you guys are the bomb haha","0","0"
"just got back from seeing Star Strek","0","0"
" lol trying to take after her old man eh? Good for her! hehehe very cute!","1","0"
"what fun!  I got retweeted by a bot","1","0"
" No. Its a bug  in coding. Go into the forum then do reg. Let me know if that work!","0","1"
" thanks!","1","0"
"Just getting an additional free day","0","0"
"Great day. And another one awaits","1","0"
" Happy Mother`s Day!  Hugs~","1","0"
"missed iron chef","0","1"
" hehe i will never thorw out these shoes  i`m listening to varsity fanclub surprise surprise  sway sway baby is awesome","1","0"
"Guys... a serious question. Which song do you like most of all your CDs? Be honest! I know you won`t reply me  <333 Maria","1","0"
" http://twitpic.com/66y00 - Niceee  Hey i never get stickersss","0","0"
"Is revisingg","0","0"
"In about 2 hours from now i will find out how good the STAR TREK Film from J.J. really is. A Ticket costs 9 Euro and i hope its worth it","1","0"
"Man i cant belive that you did what you did? Everything does not look as good as it is..","0","1"
"I feel 5 pounds lighter","0","0"
"SO MUCH WORK !","0","1"
" holllaaa.. i dont know what ur up doing but im trying to finish up some work for school... bout to go to bed though","0","0"
"I`m craving something salty in my mouth!  Tired of pretzels tho.","0","1"
"45 minutes until im off from work. I guess i`ll go back to work in 15 minutes. It`s slow today thank god for one of those days","1","0"
"oh no! :| no more celebrity ding dong for ages","0","1"
"happy mothers day to all motherssss!  <3333","1","0"
"Please don`t forget us","0","1"
"New toys.","0","0"
" If it doesn`t work out drop me a line. I would love to talk with you more about this","1","0"
" i had a blast at the sale today! had one pair of cords mis sized tho  but still worth it! might come back tomorrow! thankssss","1","0"
" damnit i didn`t  but neither did you so win!","0","0"
" its what i say why!!!! k4ge last day at the job today  we wont be saying him around anymore","0","0"
"wow officially i have no life this month! LOL my friends dont believe me when i say they need to BOOK IN ADVANCE!","0","0"
"flordia- and - where do u send in the pictures of the shrits? saw ur update on facebook","0","0"
"Harley passed away in December 2008  http://apps.facebook.com/dogbook/profile/view/616974","0","1"
" I SOOOOOOOOOOOOOOOOO NEED TO SEE U  IM ON SOME BS 4REAL DEADASS LMAO","0","0"
"just got home! not wanting to read the last chaper of breaking dawn cause i dont want it to beover","0","0"
"There are some great honey based recipes for you & the kids to download  at -  http://twurl.nl/ltlny8 - Join in the fun for honey week","1","0"
" MMM - BTW I was just talking to you & you were gone.  2.95%","0","0"
"Sadly I am bprohibiting myself from tweeting tonight. Sorry","0","1"
" Sounds good. 'This patch was brought to you by ...'","1","0"
" It`s not much better than instant.","0","0"
" how fun!  where is the twitpic! I had purple hair once...","1","0"
" I know.     #hhrs","0","0"
"Still working in the database and trying to decide what I want to eat.","0","0"
"Making pork stir-fry and brown rice for dinner.","0","0"
"oh men..not in the mood  I`ll go home tomorrow..wanna be w/ my family..its my birthday","0","1"
"Last day at DMA over!     a million sad faces.","0","1"
"Ouch...waited to long to get eyebrows waxed","0","1"
"Is working allll weeekend","0","0"
"_com Ohhh got it. It`s the 8830 I think  I miss the Pistons  I really hope Joe D cooks up something big!","0","0"
" I didnt win  but I will continue to try keep giving away those fabulous watches cant wait to win1","1","0"
"I think I may cry. I just sold my 97 civic. Its no longer mine.","0","1"
"I hadn`t realised how Long it had been since I was last `tweeting`... Now I`m on here I don`t know what to say  x","0","0"
" have an amazing time with your mommas tomorrow! Show them how much they mean to you  Whatever you do they will love it","0","1"
"_MandM Helaas.. En thanks!","1","0"
"One lactose pill is not enough for coffee....oopse","0","0"
" we tried to DM you but your not following us","0","1"
"48 days till brighton","0","0"
" WOOHOO!!!  My broom isnt up to standards....there is no seatbelt on mine....*whispers*  I like the Swiffer...","0","0"
" I have to admit at being a Colin Firth groupie at this point.","0","0"
" WASSUP BEAUTIFUL!!! FOLLOW ME!!  PEEP OUT MY NEW HIT SINGLES WWW.MYSPACE.COM/IPSOHOT I DEF. WAT U IN THE VIDEO!!","0","0"
"_of_the_dead I met a stranger just 10 min ago. He was stalking me at the store","0","0"
"  aw her latest ' selenagomezLast day of shooting... Goodbye Canada. '","0","0"
"It takes nearly 2 days to figure out what causes the mic problems at #euruko: Do not hold the mic at the bottom!","0","0"
"Raining...  I missed the rain so much...  I am grateful for it ;)","0","0"
"Me and the calculator made lots of little algebra babies today","0","0"
"Happy Mothers day to all the Mom`s on there!!","1","0"
"It`s about to rain!!","0","0"
"Good Morning Twitts! Another GloOmy day in NYC!","1","0"
"last day off... back to work tomorrow","0","0"
" Time to reissue all  albums on vinyl!  yesss! that would be fab! fab! fab!","1","0"
"_j9 Jess just posted some hawt pics on the board J ... u should check them out...","0","0"
"has some bad newss","0","1"
"now going to watch the brand new episode of `The Hills`  cant wait!!","0","0"
"  anytime..  Why ya gonna be up so late?","0","0"
"_hope why?","0","0"
"Im am going to send some twits to some folk...............","0","0"
"_diaz I did notice more men with kids in stores on Sat.I am heading to church and sing in the choir in the 1st & 2nd services.","0","0"
"I am so glad it`s Friday. I just got off work and I`m so tired.","0","0"
"Worried for my cousin and her son","0","1"
"Happy Star Wars Day!!! May The 4th Be With You!","1","0"
"TWEEEEEET! good morning twitterland! going to work at 1 so need to keep packing and cleaning this flat! move out in t minus one day","1","0"
" warm and wet  spent the day carpet cleaning the yacht","0","0"
"with red who is blue","0","0"
"Talk at you all lates!","0","0"
"had best get revising over da weekend got an exam on Monday for 2 hours!!!!!!!","0","0"
"Stu is actually SEVERLY sunburnt....it hurts!!!","0","1"
"ahh everyone`s out today taking in the sunny weather except me  might go and watch some tv...","0","0"
" everythings fine now","1","0"
"going to a garden centre today. should be funn :/ currently drinking egyptian spice tea and watching hollyoaks","1","0"
" nat has a twitter acct!","0","0"
"These days have been looking better better betterrrrrrrr.","1","0"
"happy mother`s day!  http://bit.ly/6fGxd","1","0"
"monday morning . lets whip out some code today","0","0"
"ouch... head hurts","0","1"
"There is a sadness in the air at school  but I got two awards!!","0","0"
"Oh goody - It`s Doctor Who! Hooray for IPTV","0","0"
"i need monies.  school is expensive.","0","1"
" I really haven`t got the hang of these hash tags have I?","0","0"
